Tahun,Unit,KPI,Risiko,Penyebab Risiko,Justifikasi Consequence ,Nilai Consequence Risiko Inheren,Nilai Likelihood Risiko Inheren,Skor Risiko Inheren,Level Risiko Inheren,Respon,Pengendalian Yang Sudah Ada,Rencana Pengendalian,Ukuran Keberhasilan,Target Waktu Penyelesaian,Accountable (A),Responsible (R),Consult (C),Inform (I),Nilai Consequence (Risiko Residu),Nilai Likelihood (Risiko Residu),Level Risiko Residu,Tanggal Disetujui,Risk Analyst,Risk Owner,Menyetujui,Mengetahui,Menyusun,Pencapaian Tujuan Tahunan,Tanggal Diketahui,Risk ID,Status Risiko,ID,Status Dokumen,Skor Risiko Residu,Top Risk,Risk Officer,Tanggal Registrasi,Approver
"2023","TS","I.1.3 Legal & Compliance - IR Reporting Management","Adanya kesalahan maupun keterlambatan dalam pemberian pelaporan mengenai kebutuhan informasi untuk Pemegang Saham","Kurangnya konsistensi dalam penyampaian Laporan kepada Pemegang Saham","Adanya sanksi Administratif oleh Regulator dikarenakan adanya kesalahan dan keterlambatan penyampaian laporan","4","4","16","Crisis","Reduce","Adanya perencanaan yang matang serta waktu penyampaian yang telah disepakati agar tidak adanya keterlambatan","Optimalisasi koordinasi dengan CBO/CSS mengenai kebutuhan data untuk pembuatan Laporan kepada Pemegang Saham","Tidak ada keterlambatan dan Penyampaian Laporan sesuai dengan kondisi Perseroan","Q","VP TS","SM TSR","TA, Related Unit","BoD, TA,  Related Unit","1","1","Low","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni","Chairuddin",,,"3/30/2023","KPI-TS-2023-187","Open","187",,"1","Ya","Ika Edriantika",,
"2023","TS","I.1.3 Legal & Compliance - 'Corporate Document Management","Adanya Dokumen atau data penting yang hilang dalam bentuk fisik maupun digital","Kurangnya penerapan Document Management System","Kurangnya bukti atau data yang dibutuhkan dalam pengurusan Perseroan membuat adanya kerugian Perseroan","2","3","6","Medium","Reduce","Membuat Ruang dan sistem pengelolaan Dokumen Perseroan","Mengoptimalisasi Pelaksanaan Pengelolaan Dokumen Perseroan dengan memperjelas Alur atau tahapan serta menjaga dokumen penting dari hazard","Dokumen atau Informasi dapat dicari dengan mudah dan lengkap","M","VP TS","SM TSL","TA","BoD, TA,  Related Unit","1","1","Low","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni",,,,,"KPI-TS-2023-188","Open","188",,"1","Tidak","Ika Edriantika",,
"2023","TS","I1.4 Stakeholder Relations Management","Terjadinya gangguan terhadap reputasi Perseroan","1. Kondisi fundamental Perseroan yang kurang baik;
2. Adanya isu -isu dari eksternal yang berdampak bagi reputasi Perseroan.","1. Menurunnya nilai saham Perseroan hingga berkurangnya kepercayaan stakeholders kepada Perseroan;
2. Indikasi kinerja Perseroan tidak optimal, sehingga terjadi penurunan reputasi Perseroan dan kepercayaan stakeholders.","3","4","12","High","Reduce","1. Menyusun strategi komunikasi khususnya kepada investor, calon investor, analis, dan masyarakat pasar modal pada umumnya;
2. Melakukan hubungan langsung  dalam bersentuhan dengan media .","1. Optimalisasi pengelolaan hubungan dengan para pakar, analis dan pengamat ekonomi khususnya mengenai saham;
2. &%2339;Optimalisasi  pendekatan kreatif dalam menyebarkan informasi kepada pers atau saluran media.","1. peningkatan nilai saham Perseroan;
2. Peningkatan Reputasi Perseroan dan citra publik","Q","VP TS","SM TSR","TA, Related Unit","BoD, TA,  Related Unit","1","1","Low","3/30/2023","Ria Asyrofa","Rian Fajar Isnaeni","Rian Fajar Isnaeni","Chairuddin",,,"3/30/2023","KPI-TS-2023-189","Open","189",,"1","Tidak","Ika Edriantika",,
"2023","TQ","Performance Fulfillment","- Surveillance tidak terlaksana sesuai dengan plan surveillance yang sudah direncanakan","- Kurangnya pemahaman terhadap penerapan requirement yang sudah dipakai pada saat surveillance","Menjadi potential finding saat external audit","5","2","10","High","Reduce","Melakukan kontrol KPI oleh tim PDCA Bisnis Dinas & PDCA Bidang","- Monitoring of A/C project maintenance SWIFT data, customer quality plan (CQP) availability.
-Enhance performance of quality &amp; safety audit &amp; surveillance activities.
- Enhance controlling of level 1  Quality Manual compliance to regulation
- Enhance safety inspection process and investigation, HIRAM management, and SAG management &amp; facilitator
- Enhance  accuracy personnel record and assessment process
- Perfom QC Surveillance related workshop area (Material, Component &amp; Engine), Perform Preliminary Activities in workshop area, Perform Workpackage Review, Monitor Customer Quality Plan (CQP) Availability
- Enhance performance to ensure the valid &amp; auditable Quality System Documentation
- Perform evaluation of company quality &amp; safety level.","- Assessment personnel are well performed based on procedure
- Accurate &amp; auditable personnel record, and customer certification endorsement
- Safety inspection process and investigation, HIRAM management, and SAG facilitator are well performed
- Safety event (accident - incident) are reduced.
- Company Quality &amp; Safety evaluation performance is conducted and reported 
- Report of surveillance, preliminary activities, workpackage review, CQP in workshop area are available","Monthly","VP TQ","All TQ","DT","DL, DB, DC, DF","2","2",,"4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023","KPI-TQ-2023-190","Open","190",,"4","Tidak","Dita Pradini",,
"2023","TR","Operating Profit Margin","Pencatatan laporan keuangan tidak akurat","1. PPR tidak dijalankan
2. Belum ada report monitoring/control untuk PO 52
3. Dasar perhitungan operating profit margin menggunakan basis accrual merefer pada PA (plan) tidak berdasarkan actual cost","Keputusan management yang tidak tepat","3","4","12","High","Reduce",,"1. Compile and control all cost occurred within TR, and distribute them to related unit and related project
2. Membuat program reinforcement (PB, KB, IPP, IPR)
3. Program PPR dimasukkan ke dalam IPP pada semua level
4. Enhancement SAP 
5. Membuat query report","1. Tersedia dokumen pendukung atas seluruh cost yang terjadi
2.. PPR dijalankan 100%
3. PPR masuk ke dalam IPP semua level
4. Terserdianya SAP yang bisa mengakomodir proses bisnis TR
5.. Tersedianya query report","2023/12/31","VP-TR","SM TRP, SM TRS, CSSM, AMS","SM TRF","TA, TD, DF","2","3","Medium",,"Brian Harfiansyah 580460","Asep Mulyana",,,,,,"KPI-TR-2023-191","Open","191",,"6",,"Irvan Aditya Iskandar",,
"2023","TQ","Performance Fulfillment","- Implementasi dari audit quality maupun safety tidak sesuai dengan plan yang sudah dibuat","kurangnya kontrol terhadap schedule yang telah ditentukan","menjadi potential finding saat external audit","5","2","10","High","Reduce","Melakukan kontrol KPI oleh tim PDCA Bisnis Dinas & PDCA Bidang","- Monitoring of A/C project maintenance SWIFT data, customer quality plan (CQP) availability.
-Enhance performance of quality &amp; safety audit &amp; surveillance activities.
- Enhance controlling of level 1  Quality Manual compliance to regulation
- Enhance safety inspection process and investigation, HIRAM management, and SAG management &amp; facilitator
- Enhance  accuracy personnel record and assessment process
- Perfom QC Surveillance related workshop area (Material, Component &amp; Engine), Perform Preliminary Activities in workshop area, Perform Workpackage Review, Monitor Customer Quality Plan (CQP) Availability
- Enhance performance to ensure the valid &amp; auditable Quality System Documentation
- Perform evaluation of company quality &amp; safety level.","- Assessment personnel are well performed based on procedure
- Accurate &amp; auditable personnel record, and customer certification endorsement
- Safety inspection process and investigation, HIRAM management, and SAG facilitator are well performed
- Safety event (accident - incident) are reduced.
- Company Quality &amp; Safety evaluation performance is conducted and reported 
- Report of surveillance, preliminary activities, workpackage review, CQP in workshop area are available","Monthly","VP TQ","All TQ","DT","DL, DB, DC, DF","2","2","Low","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023","KPI-TQ-2023-192","Open","192",,"4","Tidak","Dita Pradini",,
"2023","TQ","Performance Fulfillment","- Evaluasi pengajuan penambahan capability Aircraft, Engine, APU dan Component yang melebihi waktu target","- Banyaknya pengajuan capability aircraft, engine/APU dan component","- Terhambatnya perkembangan capability dan bisnis GMF","3","4","12","High","Reduce","Melakukan kontrol KPI oleh tim PDCA Bisnis Dinas & PDCA Bidang","- Enhance performance of capability development evaluation","- Requested new capabilities are evaluated  as procedure
- New Capability &amp; Capacity Operationalized","Monthly","VP TQ","All TQ","DT","DL, DB, DC, DF","2","2","Low","4/3/2023","Dwi Wahyu Kartiko","Arif Sugianto","Arif Sugianto","Chairuddin",,,"4/5/2023","KPI-TQ-2023-193","Open","193",,"4","Ya","Dita Pradini",,
"2023","TF","Budget Realization","Budget PBTH yang tidak sesuai dengan keadaan operasional aktual","Konsolidasi kesepakatan PBTH antara GA & QG dengan GMF tidak berjalan dengan baik","Line Maintenance menanggung cost yang lebih besar daripada revenue yang didapatkan","5","4","20","Crisis","Reduce","Team Business Support TFS-1 ikut memonitor dan mengawal negoisasi PBTH","1. kerjasama dengan planner TFP untuk evaluasi beban kerja maintenance GA & QG.                                                                      2. Analisa historical pemakaian material di setiap event maintenance.                                                                                               3. Analisa event maintenance rutin baik yamg sudah ada maupun belum ada di list PBTH.                                                                                       4. Analisa historical kertas kerja PBTH dan menggunakan asumsi operasional saat ini","1. Kertas kerja PBTH GA & QG tahun 2023 tersedia.                                      2. Profit & Loss di unit supporting (TF) dan produksi (TL)hijau di setiap bulan berjalan.","Monthly","VP TF","TFS             TFP                  TFC","SM TFS             SM TFP                  SM TFC","DL            TAG","3","2","Medium","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-194","Open","194",,"6","Ya","Ressa Amelya",,
"2023","TF","Budget Realization","Dari pekerjaan TMB dan SR di  line maintenance terdapat resiko pekerjaan tidak dapat ditagihkan","DFP (bukti pekerjaan) berupa jobcard / MDR / CWO / Checklist tidak tersedia","Kehilangan potensial revenue yang bisa ditagihkan","4","3","12","High","Reduce","Personel TFS-1  dan TFC-4 melakukan koordinasi secara rutin ke PPC di CGK dan OSA untuk dapat memenuhi kebutuhan DFP keperluan penagihan","1. Komunikasi intensif dengan PPC dan produksi di CGK &amp; OSA.
2. Komunikasi intensif dengan CSSM terkait penagihan.                                                                                                                         3. Melakukan monitoring bersama melalui sharepoint dan trello.                                                   4. Membuat prosedur kerja terkait pekerjaan TMB.","DFP pekerjaan TMB dan SR tersedia","Biweekly","VP TF","TFS             TFP                  TFC","SM TFS             SM TFP                  SM TFC","DL            TAG","2","2","Low","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-195","Open","195",,"4","Tidak","Ressa Amelya",,
"2023","TF","Budget Realization","Kehilangan customer NGA karena tidak tersedianya slot / manpower tidak capable /  material availability tidak dapat dipenuhi","Capacity planning dan material control preparation tidak terkontrol dan direncanakan dengan baik","Tidak tercapainya revenue dari yang ditargetkan dan akan mempengaruhi budget realization yang telah ditetapkan","3","3","9","High","Reduce","1. Personel TFS-2 sudah mengatur capacity planning untuk kebutuhan manpower dan slot maintenance.                                 2. Personel TFP-4 sudah melakukan monitoring material availability untuk line maintenance.                          3. Untuk bisnis NGA TFS-1  koordinasi dengan AMS dan CSSM untuk grab customer non GA yang RON di CGK dan OSA,","1. PIC capacity planning dari TFS-2 melaporkan rutin perubahan capacity planning setiap minggunya.                       2. Mapping airlines NGA RON CGK, OSA, dan monitoring ABMP weekly.                      3. Evaluasi scope kertas kerja untuk  NGA.                                                                           4. Evaluasi SLOT untuk NGA","1. Capacity planning report weekly.                             2. Material availability report weekly.                          3. Mapping airlines NGA RON CGK dan OSA tersedia.","Weekly","VP TF","TFS             TFP                  TFC","SM TFS             SM TFP                  SM TFC","DL            TAG","2","2","Low","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-196","Open","196",,"4","Tidak","Ressa Amelya",,
"2023","TF","Budget Realization","Temporary labour expense, overtime allowance, material expense, dan chemical cleaning expense yang tinggi,","Capacity planning dan material control preparation tidak terkontrol dan direncanakan dengan baik","Operating cost expense yang tinggi sehingga mengurangi profit secara signifikan","3","3","9","High","Reduce","Develop standard chemical allotment, roll over & PMA program, overtime schedulling, mengontrol budget & actual cost, dan improvement program di area line maintenance","1. Penyesuaian capacity di OSA (direct - indirect).                                                                                         2.Evaluasi secara berkala struktur cost di DL dan melakukan langkah efisiensi di setiap unit line maintenance.","Target operating profit tercapai, data cost control  (PnL)setiap bidang setiap bulan tersedia","Biweekly","VP TF","TFS             TFP                  TFC","SM TFS             SM TFP                  SM TFC","DL            TAG","2","2","Low","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-197","Open","197",,"4","Tidak","Ressa Amelya",,
"2023","TF","Inventory","Material category 5, 8 dan AD stock NIL","Pengadaan material di TM terhambat karena masalah pembayaran dan shipping yang lama","pesawat grounded, karena maintenance tidak terlaksana sebelum planning date maintenance nya","5","4","20","Crisis","Avoid","1. TFP-4 koordinasi dengan TM untuk pengadaan material prioritas terkait category 5, 8 dan AD. Excel sharepoint monitoring sudah tersedia.                                                   2. MRM monitoring weekly","1. Membuat platform monitoring rekues dan pengadaan material di aplikasi power apps dan power automate.                                                      2. Meeting rutin monthly antara TFP-4 dan TM terkait highlight material monthly.","1. Platform monitoring power apps dan power automate tersedia dan dapat digunakan bersama oleh planner dan purchaser.                2. Tidak ada highlight Short Term Excalation  material untuk kebutuhan maintenance","Weekly","VP TF","TFP-4       TFC","SM TFP                  SM TFC","DL           DB           TAG","3","2","Medium","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-198","Open","198","open","6","Tidak","Ressa Amelya",,
"2023","TF","Inventory","Material / Chemical tidak terkontrol di CGK & OSA, akan expire / kadaluarsa sebelum digunakan","Tidak ada controlling stock material / chemical di sta. CGK dan  OSA","Material / chemical akan terbuang dan menyebabkan COPQ","4","3","12","High","Reduce","Sudah ditunjuk PIC dari TFP-4 untuk mengontrol material di OSA","1. Review kebutuhan dan alotment di station CGK & OSA.                                                                           2. Kitting material (chemical) sesuai kebutuhan setiap station.                                          3. Koordinasi dengan PPC OSA","1. Material availability report di setiap station CGK & OSA tersedia.                  2. Tidak ada COPQ yang disebabkan material kadaluarsa","Weekly","VP TF","TFP-4       TFC","SM TFP                  SM TFC","DL           DB           TAG","2","2","Low","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-199","Open","199",,"4","Tidak","Ressa Amelya",,
"2023","TF","Inventory","Unserviceable material yang diturunkan dari pesawat keberadaannya tidak diketahui / hilang","1. WTU, WTC and WFR tidak dilakukan record di SWIFT system secara konsisten.
2.  Material robbing tidak tercatat dan tidak terkontrol sehingga dispute dalam pemenuhan SGAP","1. Material status di SWIFT system tidak akurat.
2. SGAP material.
3. Penumpukan material di ruangan PPC dan line 3 Hangar 2","5","4","20","Crisis","Reduce","PIC dari TFP-4 melakukan survailance dan pencatatan material US di area PPC dan line Hangar 2","1. Secara rutin melalukan follow-up WTU, WTC dan WFR material.
2. TFC dan unit produksi TL melakukan pencatatan material robbing secara prosedural, dan segara melakukan re-install material robbing dari pesawat donor robbing","1. WTU-WTC-WTR terkontrol dan report tersedia.
2. Tidak ada pergerakan component dan penumpukan material di ruang PPC","Monthly","VP TF","TFP-4       TFC","SM TFP                  SM TFC","DL           DB           TAG","3","2","Medium","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-200","Open","200",,"6","Ya","Ressa Amelya",,
